CryoSleep,Age,VIP,Target,Num,over_15,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_nan,Deck_encoded,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Side_P,Side_S
0,31.0,0,False,272,1,0.0,0.0,1.0,0.0,5.0,43.0,782.0,1.0,660.0,0.0,1.0,0.0
0,10.0,0,True,262,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,39.0,0,False,262,1,0.0,0.0,1.0,0.0,5.0,1535.0,0.0,340.0,0.0,723.0,0.0,1.0
1,41.0,0,True,262,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.0,0,True,262,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,22.0,0,True,203,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,21.0,0,False,207,1,1.0,0.0,0.0,0.0,6.0,0.0,39.0,0.0,310.0,539.0,0.0,1.0
1,40.0,0,True,48,1,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,25.0,0,True,100,1,1.0,0.0,0.0,0.0,4.0,0.0,997.0,0.0,0.0,0.0,0.0,1.0
0,23.0,0,False,265,1,1.0,0.0,0.0,0.0,5.0,0.0,1268.0,0.0,119.0,2.0,0.0,1.0
0,33.0,0,False,58,1,0.0,1.0,0.0,0.0,1.0,77.0,2381.0,0.0,3656.0,150.0,0.0,1.0
1,20.0,0,True,58,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,40.0,0,True,206,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,27.0,0,False,208,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,21.0,0,False,102,1,1.0,0.0,0.0,0.0,4.0,965.0,0.0,23.0,3.0,0.0,0.0,1.0
0,25.0,0,False,44,1,0.0,0.0,1.0,0.0,3.0,591.0,466.0,0.0,0.0,0.0,1.0,0.0
0,2.0,0,False,208,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,19.0,0,False,267,1,1.0,0.0,0.0,0.0,5.0,0.0,3.0,946.0,0.0,0.0,0.0,1.0
1,41.0,0,False,211,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,43.0,0,True,52,1,0.0,1.0,0.0,0.0,2.0,0.0,2801.0,537.0,42.0,144.0,1.0,0.0
0,19.0,0,False,212,1,1.0,0.0,0.0,0.0,6.0,245.0,41.0,550.0,0.0,0.0,1.0,0.0
0,22.0,0,True,275,1,1.0,0.0,0.0,0.0,5.0,926.0,0.0,0.0,0.0,78.0,1.0,0.0
0,16.0,0,False,268,1,1.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,769.0,4.0,0.0,1.0
0,42.0,0,False,53,1,0.0,1.0,0.0,0.0,2.0,0.0,21.0,0.0,2735.0,3604.0,0.0,1.0
1,20.0,0,True,209,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,35.0,0,False,104,1,1.0,0.0,0.0,0.0,4.0,0.0,1125.0,429.0,0.0,55.0,0.0,1.0
1,53.0,0,True,49,1,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,17.0,0,False,105,1,1.0,0.0,0.0,0.0,4.0,21.0,0.0,690.0,260.0,5.0,0.0,1.0
1,6.0,0,False,210,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,22.0,0,True,269,1,1.0,0.0,0.0,0.0,5.0,0.0,442.0,0.0,0.0,368.0,0.0,1.0
0,41.0,0,True,269,1,1.0,0.0,0.0,0.0,5.0,338.0,0.0,377.0,2.0,86.0,0.0,1.0
0,19.0,0,True,105,1,1.0,0.0,0.0,0.0,4.0,189.0,510.0,0.0,0.0,0.0,0.0,1.0
0,39.0,0,False,213,1,0.0,0.0,0.0,1.0,6.0,705.0,3.0,0.0,0.0,0.0,1.0,0.0
1,23.0,0,True,214,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,31.0,0,False,85,1,0.0,0.0,1.0,0.0,4.0,1088.0,0.0,280.0,0.0,0.0,1.0,0.0
1,38.0,0,True,212,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1.0,0,True,215,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13.0,0,True,276,0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,21.0,0,False,276,1,0.0,0.0,1.0,0.0,5.0,1072.0,79.0,46.0,16.0,0.0,1.0,0.0
0,44.0,0,False,276,1,0.0,0.0,1.0,0.0,5.0,485.0,2.0,210.0,0.0,351.0,1.0,0.0
0,36.0,0,False,270,1,0.0,0.0,1.0,0.0,5.0,42.0,0.0,212.0,151.0,1853.0,0.0,1.0
0,19.0,0,False,270,1,0.0,0.0,1.0,0.0,5.0,2058.0,0.0,224.0,298.0,19.0,0.0,1.0
0,7.0,0,True,214,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,39.0,0,False,271,1,1.0,0.0,0.0,0.0,5.0,386.0,190.0,0.0,489.0,0.0,0.0,1.0
0,28.0,0,True,216,1,1.0,0.0,0.0,0.0,6.0,0.0,508.0,334.0,0.0,46.0,1.0,0.0
0,28.0,0,False,272,1,1.0,0.0,0.0,0.0,5.0,0.0,0.0,529.0,560.0,60.0,0.0,1.0
1,14.0,0,True,217,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,18.0,0,False,218,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,599.0,59.0,152.0,1.0,0.0
1,23.0,0,True,215,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,33.0,0,True,215,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,18.0,0,False,86,1,1.0,0.0,0.0,0.0,4.0,1656.0,0.0,0.0,0.0,0.0,1.0,0.0
0,47.0,0,False,60,1,0.0,1.0,0.0,0.0,1.0,1.0,734.0,28.0,78.0,3471.0,0.0,1.0
0,17.0,0,False,106,1,0.0,0.0,1.0,0.0,4.0,36.0,0.0,1013.0,0.0,0.0,0.0,1.0
0,21.0,0,False,278,1,1.0,0.0,0.0,0.0,5.0,737.0,4.0,27.0,8.0,0.0,1.0,0.0
0,17.0,0,True,278,1,1.0,0.0,0.0,0.0,5.0,8.0,222.0,3.0,401.0,0.0,1.0,0.0
0,26.0,0,False,216,1,1.0,0.0,0.0,0.0,6.0,4.0,770.0,0.0,0.0,0.0,0.0,1.0
0,23.0,0,False,279,1,1.0,0.0,0.0,0.0,5.0,0.0,567.0,896.0,0.0,122.0,1.0,0.0
0,15.0,0,False,217,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,832.0,0.0,1.0
1,18.0,0,False,218,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,65.0,0,False,280,1,1.0,0.0,0.0,0.0,5.0,259.0,0.0,0.0,0.0,1916.0,1.0,0.0
0,33.0,0,True,45,1,0.0,1.0,0.0,0.0,3.0,13.0,0.0,2011.0,17.0,32.0,1.0,0.0
1,27.0,0,False,219,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,41.0,0,False,54,1,0.0,1.0,0.0,0.0,2.0,0.0,184.0,0.0,1520.0,3358.0,0.0,1.0
0,42.0,0,False,273,1,0.0,0.0,1.0,0.0,5.0,1381.0,0.0,1243.0,0.0,0.0,0.0,1.0
0,37.0,0,False,274,1,0.0,0.0,1.0,0.0,5.0,328.0,6153.0,0.0,26.0,820.0,0.0,1.0
0,17.0,0,False,274,1,0.0,0.0,1.0,0.0,5.0,891.0,0.0,243.0,0.0,5.0,0.0,1.0
1,24.0,0,True,61,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,39.0,0,True,61,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,59.0,0,True,61,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,32.0,0,True,47,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,29.0,0,False,47,1,0.0,1.0,0.0,0.0,1.0,2988.0,2147.0,0.0,0.0,1779.0,1.0,0.0
0,8.0,0,True,47,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,28.0,0,True,47,1,0.0,1.0,0.0,0.0,1.0,0.0,4380.0,0.0,692.0,0.0,1.0,0.0
1,35.0,0,True,47,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,24.0,0,False,282,1,1.0,0.0,0.0,0.0,5.0,711.0,0.0,0.0,59.0,57.0,1.0,0.0
1,1.0,0,True,220,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,4.0,0,True,220,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,28.0,0,True,46,1,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,46.0,0,True,275,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,67.0,0,False,275,1,0.0,0.0,1.0,0.0,5.0,443.0,0.0,1721.0,250.0,2.0,0.0,1.0
0,44.0,0,False,109,1,1.0,0.0,0.0,0.0,4.0,0.0,200.0,128.0,460.0,0.0,0.0,1.0
0,14.0,0,False,283,0,1.0,0.0,0.0,0.0,5.0,360.0,0.0,2116.0,1.0,8.0,1.0,0.0
0,23.0,0,True,221,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,965.0,1.0,0.0
1,51.0,0,False,219,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,20.0,0,False,222,1,1.0,0.0,0.0,0.0,6.0,0.0,258.0,331.0,133.0,0.0,1.0,0.0
1,0.0,0,False,222,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,23.0,0,False,223,1,1.0,0.0,0.0,0.0,6.0,0.0,20.0,26.0,0.0,659.0,1.0,0.0
0,24.0,0,False,89,1,1.0,0.0,0.0,0.0,4.0,181.0,224.0,0.0,195.0,191.0,1.0,0.0
0,41.0,0,False,279,1,0.0,0.0,1.0,0.0,5.0,112.0,186.0,228.0,760.0,0.0,0.0,1.0
0,30.0,0,False,52,1,0.0,0.0,1.0,0.0,3.0,806.0,100.0,9.0,0.0,47.0,0.0,1.0
0,27.0,0,False,280,1,1.0,0.0,0.0,0.0,5.0,0.0,1826.0,39.0,11.0,649.0,0.0,1.0
1,13.0,0,True,220,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,16.0,0,True,225,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,30.0,0,True,55,1,0.0,1.0,0.0,0.0,2.0,50.0,1248.0,0.0,1.0,912.0,0.0,1.0
0,8.0,0,True,221,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,59.0,0,False,227,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,755.0,1.0,0.0
1,43.0,0,True,53,1,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,30.0,0,False,53,1,0.0,1.0,0.0,0.0,3.0,0.0,138.0,0.0,5467.0,112.0,0.0,1.0
0,46.0,0,False,56,1,0.0,1.0,0.0,0.0,2.0,202.0,484.0,0.0,3208.0,2485.0,0.0,1.0
1,39.0,0,True,56,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,21.0,0,False,53,1,0.0,1.0,0.0,0.0,2.0,5.0,251.0,10.0,26.0,3384.0,1.0,0.0
0,34.0,0,False,53,1,0.0,1.0,0.0,0.0,2.0,0.0,1646.0,0.0,51.0,1462.0,1.0,0.0
0,33.0,0,False,53,1,0.0,1.0,0.0,0.0,2.0,0.0,774.0,0.0,6255.0,6.0,1.0,0.0
1,44.0,0,True,53,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,16.0,0,False,229,1,1.0,0.0,0.0,0.0,6.0,0.0,2838.0,32.0,5.0,3404.0,1.0,0.0
0,63.0,0,True,229,1,1.0,0.0,0.0,0.0,6.0,3.0,801.0,0.0,0.0,5.0,1.0,0.0
0,37.0,0,False,54,1,0.0,1.0,0.0,0.0,3.0,0.0,13561.0,15.0,4060.0,72.0,0.0,1.0
1,29.0,0,True,62,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,29.0,0,True,62,1,0.0,1.0,0.0,0.0,1.0,0.0,2509.0,0.0,16.0,698.0,0.0,1.0
1,22.0,0,True,62,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,26.0,0,True,62,1,0.0,1.0,0.0,0.0,1.0,0.0,533.0,2119.0,10.0,504.0,0.0,1.0
0,76.0,0,False,62,1,0.0,1.0,0.0,0.0,1.0,0.0,2732.0,422.0,16594.0,330.0,0.0,1.0
0,61.0,0,False,110,1,1.0,0.0,0.0,0.0,4.0,0.0,368.0,3.0,4422.0,0.0,0.0,1.0
0,46.0,0,False,223,1,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2020.0,323.0,0.0,0.0,1.0
0,19.0,0,True,285,1,1.0,0.0,0.0,0.0,5.0,0.0,905.0,387.0,0.0,0.0,1.0,0.0
1,13.0,0,True,230,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,30.0,0,True,231,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,23.0,0,False,282,1,1.0,0.0,0.0,0.0,5.0,200.0,414.0,73.0,1.0,1.0,0.0,1.0
0,63.0,0,False,233,1,1.0,0.0,0.0,0.0,6.0,356.0,287.0,0.0,0.0,248.0,1.0,0.0
0,21.0,0,False,111,1,0.0,0.0,0.0,1.0,4.0,894.0,1.0,0.0,61.0,26.0,0.0,1.0
1,32.0,0,True,287,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,33.0,0,False,289,1,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,417.0,2372.0,1.0,0.0
0,39.0,0,False,289,1,1.0,0.0,0.0,0.0,5.0,0.0,19.0,733.0,0.0,701.0,1.0,0.0
1,49.0,0,True,290,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,27.0,0,False,91,1,0.0,0.0,1.0,0.0,4.0,555.0,0.0,744.0,0.0,0.0,1.0,0.0
0,16.0,0,False,93,1,1.0,0.0,0.0,0.0,4.0,92.0,1.0,884.0,0.0,0.0,1.0,0.0
1,38.0,0,True,291,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,42.0,0,True,94,1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,19.0,0,False,229,1,1.0,0.0,0.0,0.0,6.0,73.0,0.0,0.0,813.0,2.0,0.0,1.0
0,26.0,0,False,47,1,0.0,1.0,0.0,0.0,3.0,0.0,304.0,0.0,3998.0,0.0,1.0,0.0
0,32.0,0,True,240,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,817.0,8.0,1.0,0.0
0,56.0,0,False,292,1,1.0,0.0,0.0,0.0,5.0,0.0,51.0,0.0,2.0,706.0,1.0,0.0
0,0.0,0,True,240,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,38.0,0,False,285,1,1.0,0.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,713.0,0.0,1.0
0,30.0,0,False,295,1,1.0,0.0,0.0,0.0,5.0,0.0,495.0,0.0,0.0,153.0,1.0,0.0
0,21.0,0,False,287,1,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,1061.0,0.0,1.0
0,11.0,0,False,230,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3.0,0,False,230,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,17.0,0,True,230,1,1.0,0.0,0.0,0.0,6.0,0.0,55.0,913.0,0.0,55.0,0.0,1.0
0,35.0,0,True,230,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,17.0,0,False,288,1,1.0,0.0,0.0,0.0,5.0,319.0,184.0,0.0,0.0,376.0,0.0,1.0
1,0.0,0,True,230,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,46.0,0,True,230,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,63.0,0,False,243,1,1.0,0.0,0.0,0.0,6.0,0.0,216.0,0.0,594.0,0.0,1.0,0.0
0,35.0,0,False,48,1,0.0,0.0,1.0,0.0,3.0,1890.0,0.0,497.0,1.0,0.0,1.0,0.0
0,61.0,0,False,48,1,0.0,0.0,1.0,0.0,3.0,1114.0,0.0,68.0,0.0,0.0,1.0,0.0
0,19.0,0,True,298,1,1.0,0.0,0.0,0.0,5.0,0.0,24.0,615.0,9.0,0.0,1.0,0.0
0,43.0,0,True,289,1,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1217.0,2.0,0.0,0.0,1.0
0,14.0,0,False,289,0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,683.0,419.0,0.0,0.0,1.0
0,78.0,0,False,231,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,441.0,4.0,0.0,1.0
0,21.0,0,False,289,1,1.0,0.0,0.0,0.0,5.0,398.0,490.0,0.0,0.0,0.0,0.0,1.0
0,32.0,0,False,95,1,0.0,0.0,1.0,0.0,4.0,1240.0,0.0,58.0,0.0,0.0,1.0,0.0
0,31.0,0,False,291,1,0.0,0.0,1.0,0.0,5.0,1226.0,0.0,1.0,0.0,0.0,0.0,1.0
0,40.0,0,True,63,1,0.0,1.0,0.0,0.0,1.0,1006.0,0.0,0.0,284.0,329.0,0.0,1.0
1,13.0,0,True,63,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,36.0,0,False,63,1,0.0,1.0,0.0,0.0,1.0,0.0,2345.0,0.0,1966.0,27.0,0.0,1.0
0,31.0,0,False,63,1,0.0,1.0,0.0,0.0,1.0,65.0,2121.0,0.0,6431.0,1.0,0.0,1.0
0,18.0,0,False,293,1,1.0,0.0,0.0,0.0,5.0,765.0,0.0,13.0,0.0,0.0,0.0,1.0
1,40.0,0,True,235,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,28.0,0,True,295,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,41.0,0,True,64,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,35.0,0,True,64,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,14.0,0,True,236,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,20.0,0,True,299,1,0.0,0.0,1.0,0.0,5.0,539.0,1269.0,38.0,0.0,0.0,1.0,0.0
0,23.0,0,False,300,1,1.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,254.0,521.0,1.0,0.0
1,22.0,0,True,49,1,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,25.0,0,True,49,1,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,18.0,0,True,50,1,0.0,0.0,1.0,0.0,3.0,3992.0,673.0,1360.0,2.0,0.0,1.0,0.0
0,25.0,1,True,16,1,0.0,1.0,0.0,0.0,0.0,0.0,7069.0,0.0,45.0,282.0,0.0,1.0
0,30.0,0,True,16,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,46.0,0,False,237,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,533.0,277.0,0.0,0.0,1.0
0,27.0,0,False,65,1,0.0,1.0,0.0,0.0,1.0,0.0,31.0,0.0,1.0,11378.0,0.0,1.0
0,53.0,0,False,244,1,1.0,0.0,0.0,0.0,6.0,1015.0,0.0,0.0,0.0,1.0,1.0,0.0
1,21.0,0,True,297,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,32.0,0,True,17,1,0.0,1.0,0.0,0.0,0.0,54.0,3782.0,0.0,21.0,5.0,0.0,1.0
0,32.0,0,False,55,1,0.0,1.0,0.0,0.0,2.0,1.0,470.0,0.0,1440.0,2114.0,1.0,0.0
0,33.0,1,True,55,1,0.0,1.0,0.0,0.0,2.0,0.0,7139.0,22.0,0.0,553.0,1.0,0.0
0,26.0,0,False,55,1,0.0,1.0,0.0,0.0,2.0,0.0,170.0,0.0,3718.0,0.0,1.0,0.0
0,47.0,0,True,298,1,1.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,720.0,0.0,0.0,1.0
0,13.0,0,False,299,0,0.0,0.0,1.0,0.0,5.0,7172.0,0.0,157.0,20.0,0.0,0.0,1.0
1,34.0,0,True,56,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,21.0,0,False,245,1,1.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,800.0,1.0,0.0
0,21.0,0,False,301,1,1.0,0.0,0.0,0.0,5.0,163.0,0.0,661.0,32.0,0.0,0.0,1.0
1,51.0,0,True,50,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,18.0,0,True,50,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,26.0,0,False,58,1,0.0,1.0,0.0,0.0,2.0,1.0,230.0,0.0,42.0,4030.0,0.0,1.0
0,30.0,0,True,96,1,0.0,1.0,0.0,0.0,4.0,0.0,1376.0,43.0,0.0,1460.0,1.0,0.0
1,37.0,0,False,240,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,45.0,0,False,18,1,0.0,1.0,0.0,0.0,0.0,0.0,1389.0,0.0,2987.0,0.0,0.0,1.0
0,62.0,0,False,247,1,1.0,0.0,0.0,0.0,6.0,877.0,15.0,0.0,0.0,1.0,1.0,0.0
0,38.0,0,False,242,1,1.0,0.0,0.0,0.0,6.0,0.0,1.0,45.0,0.0,837.0,0.0,1.0
0,24.0,0,False,305,1,1.0,0.0,0.0,0.0,5.0,1030.0,0.0,0.0,0.0,1122.0,1.0,0.0
0,18.0,0,False,306,1,1.0,0.0,0.0,0.0,5.0,341.0,0.0,332.0,102.0,0.0,1.0,0.0
1,23.0,0,False,303,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,16.0,0,False,304,1,1.0,0.0,0.0,0.0,5.0,0.0,1519.0,0.0,0.0,766.0,0.0,1.0
1,37.0,0,True,53,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,18.0,0,True,248,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,25.0,0,True,308,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,26.0,0,False,249,1,1.0,0.0,0.0,0.0,6.0,758.0,17.0,11.0,0.0,0.0,1.0,0.0
0,25.0,0,False,309,1,1.0,0.0,0.0,0.0,5.0,4.0,0.0,146.0,723.0,0.0,1.0,0.0
0,55.0,0,False,56,1,0.0,0.0,1.0,0.0,3.0,938.0,0.0,82.0,0.0,162.0,0.0,1.0
0,28.0,0,False,97,1,0.0,0.0,1.0,0.0,4.0,641.0,0.0,372.0,0.0,16.0,1.0,0.0
0,23.0,0,True,310,1,1.0,0.0,0.0,0.0,5.0,0.0,169.0,0.0,0.0,0.0,1.0,0.0
0,22.0,0,False,98,1,1.0,0.0,0.0,0.0,4.0,0.0,24.0,0.0,176.0,783.0,1.0,0.0
0,26.0,0,True,311,1,1.0,0.0,0.0,0.0,5.0,333.0,1819.0,0.0,1.0,0.0,1.0,0.0
0,13.0,0,False,246,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,714.0,0.0,1.0
0,18.0,0,False,246,1,1.0,0.0,0.0,0.0,6.0,428.0,0.0,36.0,0.0,424.0,0.0,1.0
1,38.0,0,True,312,1,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,57.0,0,False,314,1,1.0,0.0,0.0,0.0,5.0,433.0,0.0,0.0,371.0,0.0,1.0,0.0
1,0.0,0,False,251,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,18.0,0,True,252,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,25.0,0,True,99,1,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,35.0,0,True,99,1,0.0,1.0,0.0,0.0,4.0,0.0,17394.0,0.0,724.0,0.0,1.0,0.0
0,37.0,0,True,57,1,0.0,1.0,0.0,0.0,3.0,0.0,1336.0,2.0,12.0,7.0,0.0,1.0
0,33.0,0,False,57,1,0.0,1.0,0.0,0.0,3.0,0.0,26.0,1.0,33.0,2439.0,0.0,1.0
0,35.0,0,True,60,1,0.0,1.0,0.0,0.0,2.0,305.0,3621.0,0.0,320.0,341.0,0.0,1.0
0,47.0,0,True,60,1,0.0,1.0,0.0,0.0,2.0,16.0,2127.0,1487.0,0.0,196.0,0.0,1.0
0,23.0,0,False,114,1,1.0,0.0,0.0,0.0,4.0,5.0,51.0,0.0,732.0,0.0,0.0,1.0
0,27.0,0,True,57,1,0.0,1.0,0.0,0.0,2.0,0.0,4342.0,0.0,0.0,36.0,1.0,0.0
1,23.0,0,True,54,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,31.0,0,True,254,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,19.0,0,True,58,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
